1;fa1;0
2;ok1;0
3;fa1;0
4;ok1;0
5;fa1;0
6;ok1;0
7;fa1;0
8;ok1;0
9;fa1;0
10;ok1;0
11;fa1;0
12;ok1;0
13;fa1;0
14;ok1;0
15;fa1;0
16;ok1;0
17;fa1;0
18;ok1;0
19;fa1;0
20;ok1;0
21;fa1;0
22;ok1;0
23;fa1;0
24;ok1;0
25;fa1;0
26;ok1;0
27;fa1;0
28;ok1;0
29;fa1;0
30;ok1;0
31;fa1;0
32;ok1;0
33;fa1;0
34;ok1;0
35;fa1;0
36;ok1;0
37;fa1;0
38;ok1;0
39;fa1;0
40;ok1;0
41;fa1;0
42;ok1;0
43;fa1;0
44;ok1;0
45;fa1;0
46;ok1;0
47;fa1;0
48;ok1;0
49;fa1;0
50;ok1;0
51;fa1;0
52;ok1;0
53;fa1;0
54;ok1;0
55;fa1;0
56;ok1;0
57;fa1;0
58;ok1;0
59;fa1;0
60;ok1;0
61;fa1;0
62;ok1;0
63;fa1;0
64;ok1;0
65;fa1;0
66;ok1;0
67;fa1;0
68;ok1;0
69;fa1;0
70;ok1;0
71;fa1;0
72;ok1;0
73;fa1;0
74;ok1;0
75;fa1;0
76;ok1;0
77;fa1;0
78;ok1;0
79;fa1;0
80;ok1;0
81;fa1;0
82;ok1;0
83;fa1;0
84;ok1;0
85;fa1;0
86;ok1;0
87;fa1;0
88;ok1;0
89;fa1;0
90;ok1;0
91;fa1;0
92;ok1;0
93;fa1;0
94;ok1;0
95;fa1;0
96;ok1;0
97;fa1;0
98;ok1;0
99;fa1;0
100;ok1;0
101;fa1;0
102;ok1;0
103;fa1;0
104;ok1;0
105;fa1;0
106;ok1;0
107;fa1;0
108;ok1;0
109;fa1;0
110;ok1;0
111;fa1;0
112;ok1;0
113;fa1;0
114;ok1;0
115;fa1;0
116;ok1;0
117;fa1;0
118;ok1;0
119;fa1;0
120;ok1;0
121;fa1;0
122;ok1;0
123;fa1;0
124;ok1;0
125;fa1;0
126;ok1;0
127;fa1;0
128;ok1;0
129;fa1;0
130;ok1;0
131;fa1;0
132;ok1;0
133;fa1;0
134;ok1;0
135;fa1;0
136;ok1;0
137;fa1;0
138;ok1;0
139;fa1;0
140;ok1;0
141;fa1;0
142;ok1;0
143;fa1;0
144;ok1;0
145;fa1;0
146;ok1;0
147;fa1;0
148;ok1;0
149;fa1;0
150;ok1;0
151;fa1;0
152;ok1;0
153;fa1;0
154;ok1;0
155;fa1;0
156;ok1;0
157;fa1;0
158;ok1;0
159;fa1;0
160;ok1;0
161;fa1;0
162;ok1;0
163;fa1;0
164;ok1;0
165;fa1;0
166;ok1;0
167;fa1;0
168;ok1;0
169;fa1;0
170;ok1;0
171;fa1;0
172;ok1;0
173;fa1;0
174;ok1;0
175;fa1;0
176;ok1;0
177;fa1;0
178;ok1;0
179;fa1;0
180;ok1;0
181;fa1;0
182;ok1;0
183;fa1;0
184;ok1;0
185;fa1;0
186;ok1;0
187;fa1;0
188;ok1;0
189;fa1;0
190;ok1;0
191;fa1;0
192;ok1;0
193;fa1;0
194;ok1;0
195;fa1;0
196;ok1;0
197;fa1;0
198;ok1;0
199;fa1;0
200;ok1;0
201;fa1;0
202;ok1;0
203;fa1;0
204;ok1;0
205;fa1;0
206;ok1;0
207;fa1;0
208;ok1;0
209;fa1;0
210;ok1;0
211;fa1;0
212;ok1;0
213;fa1;0
214;ok1;0
215;fa1;0
216;ok1;0
217;fa1;0
218;ok1;0
219;fa1;0
220;ok1;0
221;fa1;0
222;ok1;0
223;fa1;0
224;ok1;0
225;fa1;0
226;ok1;0
227;fa1;0
228;ok1;0
229;fa1;0
230;ok1;0
231;fa1;0
232;ok1;0
233;fa1;0
234;ok1;0
235;fa1;0
236;ok1;0
237;fa1;0
238;ok1;0
239;fa1;0
240;ok1;0
241;fa1;0
242;ok1;0
243;fa1;0
244;ok1;0
245;fa1;0
246;ok1;0
247;fa1;0
248;ok1;0
249;fa1;0
